reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member,YYYY
630019335,2020-8-5,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
630019336,2020-8-5,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
630019337,2020-8-5,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
630019338,2020-8-5,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
640002790,2021-2-3,20,560000298,P0656,2000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,ชาย,,,no,2021
640002009,2021-1-8,10,10,P0656,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2021
640003610,2021-3-22,10,10,P0656,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2021
660009367,2023-7-17,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660009368,2023-7-17,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660009369,2023-7-17,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005701,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005702,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005703,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005704,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005705,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005706,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005707,2023-3-10,10,10,P0656,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
580001066,2015-1-6,10,60,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2015
580002324,2015-5-28,10,60,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2015
580003269,2015-9-10,10,10,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2015
590003062,2016-3-10,10,60,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2016
620000177,2018-10-9,10,50,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2018
630001355,2019-11-23,10,10,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2019
630001356,2019-11-23,10,50,P0657,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2019
630019106,2020-7-20,10,10,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2020
640000439,2020-10-29,10,10,P0657,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2020
640003155,2021-2-18,10,10,P0657,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2021
640018887,2021-8-2,10,630000002,P0657,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1963-10-12,60,yes,2021
630001475,2019-11-28,10,560000217,P0658,1000,กองทุนบริจาคเพื่อการดำเนินงาน,"กองทุนบริจาคเพื่อซื้อโลงศพ,ผู้ป่วยยากไร้",บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2019
640000907,2020-11-26,10,50,P0658,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2020
630011608,2020-4-21,10,630000002,P0658,14000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2020
640012836,2021-7-5,10,630000002,P0658,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2021
650001948,2021-11-23,10,10,P0658,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2021
640002165,2021-1-18,20,630000006,P0658,2000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยข้อเข่าข้อสะโพกยากไร้,บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2021
660001283,2022-11-9,10,10,P0658,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1965-11-27,58,yes,2022
610007084,2018-6-20,10,600000010,P0659,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,,,no,2018
640001848,2020-12-30,10,10,P0659,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2020
630011519,2020-4-20,10,630000002,P0659,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
640004840,2021-4-23,10,630000002,P0659,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640004841,2021-4-23,10,630000002,P0659,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640004842,2021-4-23,10,630000002,P0659,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
630003615,2020-1-3,10,620000008,P0660,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,หญิง,,,no,2020
640010217,2021-5-27,10,630000002,P0660,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
660001940,2022-12-1,10,650000011,P0660,10000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,หญิง,,,no,2022
660001348,2022-11-10,10,10,P0660,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2022
650007193,2022-4-28,10,10,P0660,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2022
660005180,2023-2-23,10,10,P0660,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2023
570001442,2014-1-15,10,10,P0661,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2014
600001881,2017-2-10,10,60,P0661,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2017
610001831,2017-12-13,10,600000010,P0661,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,,,no,2017
630002072,2019-12-12,10,620000008,P0661,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,หญิง,,,no,2019
630014758,2020-5-5,10,630000002,P0661,3700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
640010703,2021-6-1,10,630000002,P0661,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
630011425,2020-4-20,10,630000002,P0662,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2020
640013367,2021-7-11,10,630000002,P0662,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640003808,2021-3-29,10,10,P0662,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2021
650005919,2022-3-17,10,10,P0662,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
660006107,2023-3-23,10,50,P0662,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,,,no,2023
610006097,2018-4-23,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2018
610007324,2018-7-9,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2018
610007836,2018-8-16,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2018
610008310,2018-9-12,10,10,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2018
620000172,2018-10-9,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2018
620001791,2018-12-22,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2018
620007386,2019-7-25,10,50,P0663,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
620007390,2019-7-25,10,50,P0663,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
620016477,2019-9-28,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
630001828,2019-12-9,10,560000217,P0663,1019,กองทุนบริจาคเพื่อการดำเนินงาน,"กองทุนบริจาคเพื่อซื้อโลงศพ,ผู้ป่วยยากไร้",บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
630001117,2019-11-14,10,50,P0663,1019,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
620002050,2019-1-4,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
620004832,2019-6-1,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
620003060,2019-3-8,10,560000217,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,"กองทุนบริจาคเพื่อซื้อโลงศพ,ผู้ป่วยยากไร้",บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
620003597,2019-4-4,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2019
630004414,2020-2-17,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2020
640001727,2020-12-28,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2020
630016972,2020-5-16,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2020
630018471,2020-6-18,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2020
630004853,2020-3-9,10,50,P0663,1010,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2020
630007400,2020-4-7,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2020
640012476,2021-6-26,10,630000002,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2021
640004583,2021-4-21,10,630000002,P0663,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2021
650009082,2022-7-7,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2022
650005132,2022-2-12,10,50,P0663,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2022
660002324,2022-12-15,10,50,P0663,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2022
660005721,2023-3-11,10,50,P0663,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1964-09-17,59,yes,2023
570000675,2013-11-20,10,560000294,P0664,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการจัดงานครบรอบ 80 ปี แห่งการสถาปนา(มหาวิทยาลัยธรรมศาสตร์),บุคคลธรรมดา,ชาย,,,no,2013
590001621,2015-12-19,10,10,P0664,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2015
640006902,2021-5-5,10,630000002,P0664,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640009823,2021-5-24,10,630000002,P0664,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
660001723,2022-11-24,10,650000011,P0664,10000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,ชาย,,,no,2022
580000874,2014-12-24,20,570000002,P0665,20000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,ชาย,,,no,2014
590001362,2015-12-17,10,10,P0665,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2015
610002456,2017-12-18,10,10,P0665,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2017
620001589,2018-12-20,10,10,P0665,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2018
630016388,2020-5-13,10,630000002,P0665,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2020
630007450,2020-4-7,10,630000002,P0665,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2020
640015733,2021-7-20,10,630000002,P0665,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640007090,2021-5-6,10,630000002,P0665,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
590001438,2015-12-17,10,10,P0666,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2015
610002552,2017-12-18,10,10,P0666,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2017
620001699,2018-12-20,10,10,P0666,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2018
630018903,2020-7-8,10,630000002,P0666,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
640012451,2021-6-25,10,630000002,P0666,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
610001818,2017-12-13,10,600000010,P0667,5000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,1951-08-08,72,yes,2017
630002069,2019-12-12,10,620000008,P0667,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,หญิง,1951-08-08,72,yes,2019
620005140,2019-6-11,10,10,P0667,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1951-08-08,72,yes,2019
630014540,2020-5-5,10,630000002,P0667,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1951-08-08,72,yes,2020
660003703,2023-1-18,10,650000011,P0667,1000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,หญิง,1951-08-08,72,yes,2023
630017122,2020-5-18,10,630000002,P0668,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
640009784,2021-5-24,10,630000002,P0668,4500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
650001767,2021-11-18,10,10,P0668,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2021
640020589,2021-8-20,10,630000002,P0668,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
650009168,2022-7-8,20,570000012,P0668,1500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2022
650007532,2022-5-10,20,560000298,P0668,4500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2022
580001618,2015-3-3,20,560000298,P0669,2000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2015
590002632,2016-2-2,20,560000298,P0669,1000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2016
600007226,2017-8-15,20,560000298,P0669,1000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2017
640006293,2021-5-2,10,630000002,P0669,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640004541,2021-4-20,10,630000002,P0669,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
610004709,2018-1-30,10,600000010,P0670,37000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,1951-09-24,72,yes,2018
610007066,2018-6-20,10,600000010,P0670,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,1951-09-24,72,yes,2018
640001844,2020-12-30,10,10,P0670,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1951-09-24,72,yes,2020
630011515,2020-4-20,10,630000002,P0670,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1951-09-24,72,yes,2020
640004834,2021-4-23,10,630000002,P0670,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1951-09-24,72,yes,2021
640004835,2021-4-23,10,630000002,P0670,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1951-09-24,72,yes,2021
630015457,2020-5-8,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
640012797,2021-7-2,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640018665,2021-7-31,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640021628,2021-9-6,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
650000030,2021-10-1,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
650002412,2021-12-2,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
650004064,2021-12-30,10,630000002,P0671,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
